district_name,num_registered_users,num_app_opens,year,state_name,quarter
devbhumi dwarka district,15809,0,2018,gujarat,1
rajkot district,133017,0,2018,gujarat,1
aravallis district,21932,0,2018,gujarat,1
chhotaudepur district,6581,0,2018,gujarat,1
botad district,23738,0,2018,gujarat,1
bharuch district,101575,0,2018,gujarat,1
bhavnagar district,87683,0,2018,gujarat,1
junagadh district,35171,0,2018,gujarat,1
mahesana district,97004,0,2018,gujarat,1
the dangs district,2285,0,2018,gujarat,1
kheda district,43776,0,2018,gujarat,1
surat district,489852,0,2018,gujarat,1
porbandar district,12401,0,2018,gujarat,1
gandhinagar district,118201,0,2018,gujarat,1
panch mahals district,32263,0,2018,gujarat,1
narmada district,6464,0,2018,gujarat,1
gir somnath district,28292,0,2018,gujarat,1
valsad district,80138,0,2018,gujarat,1
mahisagar district,11048,0,2018,gujarat,1
sabar kantha district,45018,0,2018,gujarat,1
tapi district,14231,0,2018,gujarat,1
vadodara district,205722,0,2018,gujarat,1
banas kantha district,93506,0,2018,gujarat,1
amreli district,31443,0,2018,gujarat,1
ahmadabad district,572811,0,2018,gujarat,1
dohad district,16212,0,2018,gujarat,1
navsari district,35437,0,2018,gujarat,1
patan district,41580,0,2018,gujarat,1
kachchh district,97838,0,2018,gujarat,1
surendranagar district,38223,0,2018,gujarat,1
morbi district,30329,0,2018,gujarat,1
anand district,90911,0,2018,gujarat,2
jamnagar district,68512,0,2018,gujarat,2
devbhumi dwarka district,20804,0,2018,gujarat,2
rajkot district,174778,0,2018,gujarat,2
aravallis district,29047,0,2018,gujarat,2
chhotaudepur district,9053,0,2018,gujarat,2
botad district,32883,0,2018,gujarat,2
bharuch district,134500,0,2018,gujarat,2
bhavnagar district,115812,0,2018,gujarat,2
junagadh district,46665,0,2018,gujarat,2
mahesana district,127614,0,2018,gujarat,2
the dangs district,3047,0,2018,gujarat,2
kheda district,60097,0,2018,gujarat,2
surat district,652372,0,2018,gujarat,2
porbandar district,16137,0,2018,gujarat,2
gandhinagar district,155539,0,2018,gujarat,2
panch mahals district,42575,0,2018,gujarat,2
narmada district,8940,0,2018,gujarat,2
gir somnath district,37769,0,2018,gujarat,2
valsad district,107556,0,2018,gujarat,2
mahisagar district,15010,0,2018,gujarat,2
sabar kantha district,59955,0,2018,gujarat,2
tapi district,19255,0,2018,gujarat,2
vadodara district,271730,0,2018,gujarat,2
banas kantha district,125849,0,2018,gujarat,2
amreli district,42021,0,2018,gujarat,2
ahmadabad district,751746,0,2018,gujarat,2
dohad district,21983,0,2018,gujarat,2
navsari district,47911,0,2018,gujarat,2
patan district,55482,0,2018,gujarat,2
kachchh district,128064,0,2018,gujarat,2
surendranagar district,51527,0,2018,gujarat,2
morbi district,40681,0,2018,gujarat,2
anand district,116188,0,2018,gujarat,3
jamnagar district,84886,0,2018,gujarat,3
devbhumi dwarka district,26394,0,2018,gujarat,3
rajkot district,215459,0,2018,gujarat,3
aravallis district,37199,0,2018,gujarat,3
chhotaudepur district,12302,0,2018,gujarat,3
botad district,40559,0,2018,gujarat,3
bharuch district,169322,0,2018,gujarat,3
bhavnagar district,141243,0,2018,gujarat,3
junagadh district,57716,0,2018,gujarat,3
mahesana district,157274,0,2018,gujarat,3
the dangs district,4052,0,2018,gujarat,3
kheda district,80213,0,2018,gujarat,3
surat district,808005,0,2018,gujarat,3
porbandar district,19921,0,2018,gujarat,3
gandhinagar district,190882,0,2018,gujarat,3
panch mahals district,53825,0,2018,gujarat,3
narmada district,11957,0,2018,gujarat,3
gir somnath district,47541,0,2018,gujarat,3
valsad district,136470,0,2018,gujarat,3
mahisagar district,19564,0,2018,gujarat,3
sabar kantha district,74642,0,2018,gujarat,3
tapi district,25095,0,2018,gujarat,3
vadodara district,335125,0,2018,gujarat,3
banas kantha district,159591,0,2018,gujarat,3
amreli district,53845,0,2018,gujarat,3
ahmadabad district,919252,0,2018,gujarat,3
dohad district,28857,0,2018,gujarat,3
navsari district,60676,0,2018,gujarat,3
patan district,68979,0,2018,gujarat,3
kachchh district,158762,0,2018,gujarat,3
surendranagar district,65325,0,2018,gujarat,3
morbi district,52062,0,2018,gujarat,3
anand district,146258,0,2018,gujarat,4
jamnagar district,103876,0,2018,gujarat,4
devbhumi dwarka district,32660,0,2018,gujarat,4
rajkot district,260602,0,2018,gujarat,4
aravallis district,46665,0,2018,gujarat,4
chhotaudepur district,16321,0,2018,gujarat,4
botad district,49066,0,2018,gujarat,4
bharuch district,211843,0,2018,gujarat,4
bhavnagar district,173699,0,2018,gujarat,4
junagadh district,70174,0,2018,gujarat,4
mahesana district,192493,0,2018,gujarat,4
the dangs district,5165,0,2018,gujarat,4
kheda district,103292,0,2018,gujarat,4
surat district,998807,0,2018,gujarat,4
porbandar district,24373,0,2018,gujarat,4
gandhinagar district,242368,0,2018,gujarat,4
panch mahals district,68139,0,2018,gujarat,4
narmada district,15550,0,2018,gujarat,4
gir somnath district,58991,0,2018,gujarat,4
valsad district,172711,0,2018,gujarat,4
mahisagar district,25483,0,2018,gujarat,4
sabar kantha district,91898,0,2018,gujarat,4
tapi district,31929,0,2018,gujarat,4
vadodara district,421895,0,2018,gujarat,4
banas kantha district,197774,0,2018,gujarat,4
amreli district,67020,0,2018,gujarat,4
ahmadabad district,1212636,0,2018,gujarat,4
dohad district,36773,0,2018,gujarat,4
navsari district,75930,0,2018,gujarat,4
patan district,84408,0,2018,gujarat,4
kachchh district,195295,0,2018,gujarat,4
surendranagar district,80167,0,2018,gujarat,4
morbi district,64779,0,2018,gujarat,4
south district,43881,2776181,2022,sikkim,1
west district,27594,3049668,2022,sikkim,1
east district,120360,3384215,2022,sikkim,1
north district,17781,3230129,2022,sikkim,1
south district,46351,3490586,2022,sikkim,2
west district,29184,4031393,2022,sikkim,2
east district,126666,4759136,2022,sikkim,2
north district,18793,4712822,2022,sikkim,2
south district,48673,4041078,2022,sikkim,3
west district,30513,4964725,2022,sikkim,3
east district,133152,5164204,2022,sikkim,3
north district,19687,4578529,2022,sikkim,3
south district,50716,2045443,2022,sikkim,4
west district,31605,1253670,2022,sikkim,4
east district,139175,4859711,2022,sikkim,4
north district,20472,790040,2022,sikkim,4
south district,61782,5845705,2024,sikkim,1
west district,38748,3447804,2024,sikkim,1
east district,168229,8402762,2024,sikkim,1
north district,25062,1888089,2024,sikkim,1
south district,64133,5539753,2024,sikkim,2
west district,40197,12837944,2024,sikkim,2
east district,174348,22399670,2024,sikkim,2
north district,25972,4508628,2024,sikkim,2
south district,52942,5195700,2023,sikkim,1
west district,32945,4025814,2023,sikkim,1
east district,145199,4158937,2023,sikkim,1
north district,21354,5546776,2023,sikkim,1
south district,55158,7212789,2023,sikkim,2
west district,34427,8135830,2023,sikkim,2
east district,150852,6251789,2023,sikkim,2
north district,22291,6870467,2023,sikkim,2
south district,57259,9417663,2023,sikkim,3
west district,35808,11546849,2023,sikkim,3
east district,156600,7052486,2023,sikkim,3
north district,23162,6889308,2023,sikkim,3
south district,59357,3982251,2023,sikkim,4
west district,37183,1959402,2023,sikkim,4
east district,162011,9012227,2023,sikkim,4
north district,24024,884318,2023,sikkim,4
south district,11031,0,2019,sikkim,1
west district,6479,0,2019,sikkim,1
east district,36124,0,2019,sikkim,1
north district,5322,0,2019,sikkim,1
south district,13547,77140,2019,sikkim,2
west district,8064,46084,2019,sikkim,2
east district,43048,238494,2019,sikkim,2
north district,6340,36802,2019,sikkim,2
south district,16016,280590,2019,sikkim,3
west district,9481,144701,2019,sikkim,3
east district,49404,754830,2019,sikkim,3
north district,7227,136683,2019,sikkim,3
south district,18461,329447,2019,sikkim,4
west district,11078,178799,2019,sikkim,4
east district,55340,889132,2019,sikkim,4
north district,8093,154626,2019,sikkim,4
south district,33490,549002,2021,sikkim,1
west district,20769,329949,2021,sikkim,1
east district,92502,1635704,2021,sikkim,1
north district,13452,280676,2021,sikkim,1
south district,35900,967570,2021,sikkim,2
west district,22352,824607,2021,sikkim,2
east district,99077,1747714,2021,sikkim,2
north district,14411,1001230,2021,sikkim,2
south district,38616,1144641,2021,sikkim,3
west district,24132,1053092,2021,sikkim,3
east district,106352,2217368,2021,sikkim,3
north district,15593,1299464,2021,sikkim,3
south district,41311,1156897,2021,sikkim,4
west district,25834,686418,2021,sikkim,4
east district,113537,3108229,2021,sikkim,4
north district,16725,574008,2021,sikkim,4
south district,21043,363778,2020,sikkim,1
west district,12746,206588,2020,sikkim,1
east district,61820,973818,2020,sikkim,1
north district,9022,152979,2020,sikkim,1
south district,24768,391248,2020,sikkim,2
west district,15082,272075,2020,sikkim,2
east district,69829,1057180,2020,sikkim,2
north district,10242,191832,2020,sikkim,2
south district,28038,435098,2020,sikkim,3
west district,17400,289152,2020,sikkim,3
east district,78018,1205412,2020,sikkim,3
north district,11317,226808,2020,sikkim,3
south district,31055,487764,2020,sikkim,4
west district,19217,307094,2020,sikkim,4
east district,85770,1393562,2020,sikkim,4
north district,12501,290250,2020,sikkim,4
south district,3679,0,2018,sikkim,1
west district,2048,0,2018,sikkim,1
east district,12749,0,2018,sikkim,1
north district,1575,0,2018,sikkim,1
south district,5147,0,2018,sikkim,2
west district,2868,0,2018,sikkim,2
east district,17767,0,2018,sikkim,2
north district,2315,0,2018,sikkim,2
south district,6943,0,2018,sikkim,3
west district,4042,0,2018,sikkim,3
east district,23460,0,2018,sikkim,3
north district,3192,0,2018,sikkim,3
south district,8992,0,2018,sikkim,4
west district,5328,0,2018,sikkim,4
east district,29948,0,2018,sikkim,4
north district,4270,0,2018,sikkim,4
south district,963775,4684890,2022,delhi,1
central district,1338465,6409314,2022,delhi,1
new delhi district,1336911,6165616,2022,delhi,1
west district,2017435,8118532,2022,delhi,1
south west district,1097016,4590648,2022,delhi,1
south east delhi district,1628157,7357594,2022,delhi,1
shahdara district,826148,2924454,2022,delhi,1
north east district,739301,3042375,2022,delhi,1
east district,1013024,3852805,2022,delhi,1
north west district,1419688,5396333,2022,delhi,1
north district,1159277,4981592,2022,delhi,1
south district,1013938,4587356,2022,delhi,2
central district,1409776,5948542,2022,delhi,2
new delhi district,1406687,5625084,2022,delhi,2
west district,2124626,7350241,2022,delhi,2
south west district,1155288,4151379,2022,delhi,2
south east delhi district,1714507,6702101,2022,delhi,2
shahdara district,870461,2605709,2022,delhi,2
north east district,779621,2614033,2022,delhi,2
east district,1066632,3524812,2022,delhi,2
north west district,1496002,4758442,2022,delhi,2
north district,1222605,4685381,2022,delhi,2
south district,1065631,4638847,2022,delhi,3
central district,1483786,5742476,2022,delhi,3
new delhi district,1479669,5253294,2022,delhi,3
west district,2235907,6992655,2022,delhi,3
south west district,1215697,3934907,2022,delhi,3
south east delhi district,1804123,6340232,2022,delhi,3
shahdara district,917096,2440841,2022,delhi,3
north east district,822038,2460332,2022,delhi,3
east district,1121596,3393992,2022,delhi,3
north west district,1575473,4399466,2022,delhi,3
north district,1288507,4322456,2022,delhi,3
south district,1117981,30173803,2022,delhi,4
central district,1558400,47227767,2022,delhi,4
new delhi district,1552874,49393657,2022,delhi,4
west district,2348063,52947462,2022,delhi,4
south west district,1275864,29437122,2022,delhi,4
south east delhi district,1894776,53203998,2022,delhi,4
shahdara district,963656,21436265,2022,delhi,4
north east district,864990,20440755,2022,delhi,4
east district,1177294,25719895,2022,delhi,4
north west district,1655730,36305502,2022,delhi,4
north district,1354521,35578523,2022,delhi,4
south district,1345231,7099061,2024,delhi,1
central district,1884700,9854622,2024,delhi,1
new delhi district,1871468,8014093,2024,delhi,1
west district,2837958,11415594,2024,delhi,1
south west district,1541622,6256241,2024,delhi,1
south east delhi district,2291746,10307766,2024,delhi,1
shahdara district,1167913,4068339,2024,delhi,1
north east district,1054875,4076322,2024,delhi,1
east district,1418866,5605313,2024,delhi,1
north west district,2008098,6998272,2024,delhi,1
north district,1644670,6607318,2024,delhi,1
south district,1395197,8730038,2024,delhi,2
central district,1956609,11673876,2024,delhi,2
new delhi district,1940666,9786463,2024,delhi,2
west district,2945032,14222332,2024,delhi,2
south west district,1599704,7646333,2024,delhi,2
south east delhi district,2378417,12685073,2024,delhi,2
shahdara district,1212695,5106495,2024,delhi,2
north east district,1096309,4996697,2024,delhi,2
east district,1471663,7182204,2024,delhi,2
north west district,2085373,8800221,2024,delhi,2
north district,1707431,8926727,2024,delhi,2
south district,1167338,4668358,2023,delhi,1
central district,1629248,6215071,2023,delhi,1
new delhi district,1622600,5117085,2023,delhi,1
west district,2453869,7209475,2023,delhi,1
south west district,1333347,3788785,2023,delhi,1
south east delhi district,1980915,6467886,2023,delhi,1
shahdara district,1007880,2584431,2023,delhi,1
north east district,906036,2613986,2023,delhi,1
east district,1230290,3461144,2023,delhi,1
north west district,1731494,4475947,2023,delhi,1
north district,1416994,4447621,2023,delhi,1
south district,1209741,4722227,2023,delhi,2
central district,1690547,6131587,2023,delhi,2
new delhi district,1682305,5181082,2023,delhi,2
west district,2546575,7256938,2023,delhi,2
south west district,1383364,3822184,2023,delhi,2
south east delhi district,2055408,6504770,2023,delhi,2
shahdara district,1046614,2559895,2023,delhi,2
north east district,942089,2658909,2023,delhi,2
east district,1275831,3522796,2023,delhi,2
north west district,1798636,4612879,2023,delhi,2
north district,1471979,4441772,2023,delhi,2
south district,1254751,4550171,2023,delhi,3
central district,1754227,5783803,2023,delhi,3
new delhi district,1744588,4834414,2023,delhi,3
west district,2641529,7154042,2023,delhi,3
south west district,1435544,3830749,2023,delhi,3
south east delhi district,2133173,6244678,2023,delhi,3
shahdara district,1086372,2419223,2023,delhi,3
north east district,978886,2598489,2023,delhi,3
east district,1322844,3448939,2023,delhi,3
north west district,1866671,4522240,2023,delhi,3
north district,1528582,4206541,2023,delhi,3
south district,1296849,48985333,2023,delhi,4
central district,1815323,79824178,2023,delhi,4
new delhi district,1803952,62948469,2023,delhi,4
west district,2732926,105964542,2023,delhi,4
south west district,1484762,49945667,2023,delhi,4
south east delhi district,2207076,82307831,2023,delhi,4
shahdara district,1124343,53424787,2023,delhi,4
north east district,1014509,46191065,2023,delhi,4
east district,1367614,50879134,2023,delhi,4
north west district,1933267,83288102,2023,delhi,4
north district,1583005,75047516,2023,delhi,4
south district,407519,0,2019,delhi,1
central district,529918,0,2019,delhi,1
new delhi district,558516,0,2019,delhi,1
west district,820526,0,2019,delhi,1
south west district,467571,0,2019,delhi,1
south east delhi district,671667,0,2019,delhi,1
shahdara district,310351,0,2019,delhi,1
north east district,262131,0,2019,delhi,1
east district,439639,0,2019,delhi,1
north west district,583438,0,2019,delhi,1
north district,447987,0,2019,delhi,1
south district,453829,3600582,2019,delhi,2
central district,596940,4621588,2019,delhi,2
new delhi district,637526,4770362,2019,delhi,2
west district,919096,6019764,2019,delhi,2
south west district,519422,3366911,2019,delhi,2
south east delhi district,749218,5600479,2019,delhi,2
shahdara district,352312,2162335,2019,delhi,2
north east district,298037,1839705,2019,delhi,2
east district,487121,3859544,2019,delhi,2
north west district,649377,4251847,2019,delhi,2
north district,502570,3638453,2019,delhi,2
south district,498200,13735093,2019,delhi,3
central district,658985,18110411,2019,delhi,3
new delhi district,705546,17907707,2019,delhi,3
west district,1008836,22146744,2019,delhi,3
south west district,567496,12320743,2019,delhi,3
south east delhi district,821304,21257734,2019,delhi,3
shahdara district,391827,7812781,2019,delhi,3
north east district,334361,6815269,2019,delhi,3
east district,532254,14414183,2019,delhi,3
north west district,709448,15312330,2019,delhi,3
north district,554029,13548032,2019,delhi,3
south district,533716,14624629,2019,delhi,4
central district,711015,19757936,2019,delhi,4
new delhi district,757888,19347259,2019,delhi,4
west district,1081496,22958268,2019,delhi,4
south west district,605482,12908740,2019,delhi,4
south east delhi district,883080,22762701,2019,delhi,4
shahdara district,425305,8243112,2019,delhi,4
north east district,366088,7378000,2019,delhi,4
east district,568283,15006362,2019,delhi,4
north west district,758620,15608488,2019,delhi,4
north district,598910,14087176,2019,delhi,4
south district,749173,20969765,2021,delhi,1
central district,1035060,31035635,2021,delhi,1
new delhi district,1039016,31041137,2021,delhi,1
west district,1559112,38915888,2021,delhi,1
south west district,849223,22664421,2021,delhi,1
south east delhi district,1260645,37073920,2021,delhi,1
shahdara district,636908,14514305,2021,delhi,1
north east district,567107,13760602,2021,delhi,1
east district,786308,21924687,2021,delhi,1
north west district,1094464,26122744,2021,delhi,1
north district,890194,23178496,2021,delhi,1
south district,799590,12452858,2021,delhi,2
central district,1105640,16081193,2021,delhi,2
new delhi district,1108471,16849531,2021,delhi,2
west district,1666267,23164797,2021,delhi,2
south west district,906878,14495551,2021,delhi,2
south east delhi district,1346063,20866055,2021,delhi,2
shahdara district,681073,8634338,2021,delhi,2
north east district,607021,9159772,2021,delhi,2
east district,839185,12706259,2021,delhi,2
north west district,1170137,16390828,2021,delhi,2
north district,952374,14196592,2021,delhi,2
south district,855177,16742627,2021,delhi,3
central district,1184217,24898251,2021,delhi,3
new delhi district,1185588,24104453,2021,delhi,3
west district,1785309,31060472,2021,delhi,3
south west district,971552,18051807,2021,delhi,3
south east delhi district,1441462,29182451,2021,delhi,3
shahdara district,730209,11815518,2021,delhi,3
north east district,651695,11448245,2021,delhi,3
east district,898137,16541558,2021,delhi,3
north west district,1254464,21044731,2021,delhi,3
north district,1022251,18954263,2021,delhi,3
south district,911399,25318053,2021,delhi,4
central district,1263911,39285773,2021,delhi,4
new delhi district,1263818,40877291,2021,delhi,4
west district,1905278,45912758,2021,delhi,4
south west district,1036466,26351151,2021,delhi,4
south east delhi district,1537814,45953793,2021,delhi,4
shahdara district,779798,18226720,2021,delhi,4
north east district,696743,18668707,2021,delhi,4
east district,957392,23373406,2021,delhi,4
north west district,1339480,32390512,2021,delhi,4
north district,1093028,29311189,2021,delhi,4
south district,570329,14596406,2020,delhi,1
central district,765149,20077306,2020,delhi,1
new delhi district,810489,19988931,2020,delhi,1
west district,1160353,23777985,2020,delhi,1
south west district,644981,13628530,2020,delhi,1
south east delhi district,947535,23452400,2020,delhi,1
shahdara district,460186,8525491,2020,delhi,1
north east district,399504,7741484,2020,delhi,1
east district,604768,15229722,2020,delhi,1
north west district,814249,16316454,2020,delhi,1
north district,648654,14929277,2020,delhi,1
south district,608062,10923789,2020,delhi,2
central district,821609,12170177,2020,delhi,2
new delhi district,858515,13813232,2020,delhi,2
west district,1243875,19803207,2020,delhi,2
south west district,688199,13239503,2020,delhi,2
south east delhi district,1011931,17824740,2020,delhi,2
shahdara district,498710,7264987,2020,delhi,2
north east district,437601,8199505,2020,delhi,2
east district,641233,12112696,2020,delhi,2
north west district,877218,15252379,2020,delhi,2
north district,704186,12248038,2020,delhi,2
south district,651616,13811149,2020,delhi,3
central district,888536,17811726,2020,delhi,3
new delhi district,912051,19755770,2020,delhi,3
west district,1343895,27128183,2020,delhi,3
south west district,739034,16937109,2020,delhi,3
south east delhi district,1088989,23898063,2020,delhi,3
shahdara district,543831,10118652,2020,delhi,3
north east district,479924,10076533,2020,delhi,3
east district,685955,15039504,2020,delhi,3
north west district,946954,19440720,2020,delhi,3
north district,763389,16007620,2020,delhi,3
south district,699303,17854518,2020,delhi,4
central district,962750,25639012,2020,delhi,4
new delhi district,971715,26150844,2020,delhi,4
west district,1451042,34210894,2020,delhi,4
south west district,792331,20471250,2020,delhi,4
south east delhi district,1174221,31579571,2020,delhi,4
shahdara district,591192,12836928,2020,delhi,4
north east district,525117,12410314,2020,delhi,4
east district,734091,19059130,2020,delhi,4
north west district,1019187,23345284,2020,delhi,4
north district,827019,19876007,2020,delhi,4
south district,156706,0,2018,delhi,1
central district,202723,0,2018,delhi,1
new delhi district,212008,0,2018,delhi,1
west district,308558,0,2018,delhi,1
south west district,179197,0,2018,delhi,1
south east delhi district,251213,0,2018,delhi,1
shahdara district,114549,0,2018,delhi,1
north east district,95472,0,2018,delhi,1
east district,169295,0,2018,delhi,1
north west district,223679,0,2018,delhi,1
north district,173622,0,2018,delhi,1
south district,206935,0,2018,delhi,2
central district,267154,0,2018,delhi,2
new delhi district,282319,0,2018,delhi,2
west district,406877,0,2018,delhi,2
south west district,236789,0,2018,delhi,2
south east delhi district,333350,0,2018,delhi,2
shahdara district,152113,0,2018,delhi,2
north east district,127159,0,2018,delhi,2
east district,221449,0,2018,delhi,2
north west district,294038,0,2018,delhi,2
north district,227958,0,2018,delhi,2
south district,264628,0,2018,delhi,3
central district,340549,0,2018,delhi,3
new delhi district,363140,0,2018,delhi,3
west district,515854,0,2018,delhi,3
south west district,297663,0,2018,delhi,3
south east delhi district,423177,0,2018,delhi,3
shahdara district,192430,0,2018,delhi,3
north east district,159566,0,2018,delhi,3
east district,280847,0,2018,delhi,3
north west district,376806,0,2018,delhi,3
north district,290251,0,2018,delhi,3
south district,344311,0,2018,delhi,4
central district,446787,0,2018,delhi,4
new delhi district,470991,0,2018,delhi,4
west district,686653,0,2018,delhi,4
south west district,393208,0,2018,delhi,4
south east delhi district,564640,0,2018,delhi,4
shahdara district,257785,0,2018,delhi,4
north east district,216694,0,2018,delhi,4
east district,373139,0,2018,delhi,4
north west district,496928,0,2018,delhi,4
north district,379177,0,2018,delhi,4
south twenty four parganas district,1569037,15996447,2022,west-bengal,1
purba bardhaman district,962974,10617588,2022,west-bengal,1
uttar dinajpur district,488748,10698867,2022,west-bengal,1
kalimpong district,46360,4063572,2022,west-bengal,1
murshidabad district,1524507,13223504,2022,west-bengal,1
paschim medinipur district,1048100,17208139,2022,west-bengal,1
dakshin dinajpur district,348440,4987259,2022,west-bengal,1
jalpaiguri district,321098,10959051,2022,west-bengal,1
purulia district,535484,16529605,2022,west-bengal,1
north twenty four parganas district,3224459,16514236,2022,west-bengal,1
bankura district,790092,16485113,2022,west-bengal,1
jhargram district,152675,6036561,2022,west-bengal,1
howrah district,1218931,4852911,2022,west-bengal,1
hooghly district,1356282,7217576,2022,west-bengal,1
kolkata district,2340343,8737523,2022,west-bengal,1
koch bihar district,459613,11039904,2022,west-bengal,1
alipurduar district,223296,8375579,2022,west-bengal,1
paschim bardhaman district,956754,6555780,2022,west-bengal,1
nadia district,1164783,8989674,2022,west-bengal,1
birbhum district,733911,9448003,2022,west-bengal,1
purba medinipur district,1155279,8760746,2022,west-bengal,1
maldah district,812775,11245507,2022,west-bengal,1
darjiling district,485846,7587920,2022,west-bengal,1
south twenty four parganas district,1655743,16517384,2022,west-bengal,2
purba bardhaman district,1016127,11036337,2022,west-bengal,2
uttar dinajpur district,518418,12844550,2022,west-bengal,2
kalimpong district,48984,5104547,2022,west-bengal,2
murshidabad district,1608797,13619399,2022,west-bengal,2
paschim medinipur district,1105840,17329312,2022,west-bengal,2
dakshin dinajpur district,368917,5446922,2022,west-bengal,2
jalpaiguri district,339737,13603473,2022,west-bengal,2
purulia district,565760,17580111,2022,west-bengal,2
north twenty four parganas district,3397791,15652193,2022,west-bengal,2
bankura district,833244,18121072,2022,west-bengal,2
jhargram district,161057,6650325,2022,west-bengal,2
howrah district,1285159,4195094,2022,west-bengal,2
hooghly district,1429378,6872484,2022,west-bengal,2
kolkata district,2461795,7723614,2022,west-bengal,2
koch bihar district,486573,14077846,2022,west-bengal,2
alipurduar district,236034,9841194,2022,west-bengal,2
paschim bardhaman district,1008380,6962947,2022,west-bengal,2
nadia district,1229358,8714918,2022,west-bengal,2
birbhum district,775182,10117026,2022,west-bengal,2
purba medinipur district,1219530,8722235,2022,west-bengal,2
maldah district,860176,11082245,2022,west-bengal,2
darjiling district,512408,8461141,2022,west-bengal,2
south twenty four parganas district,1745822,15038778,2022,west-bengal,3
purba bardhaman district,1070637,11905873,2022,west-bengal,3
uttar dinajpur district,548552,12801052,2022,west-bengal,3
kalimpong district,51490,5252399,2022,west-bengal,3
murshidabad district,1696729,14345841,2022,west-bengal,3
paschim medinipur district,1165076,17584516,2022,west-bengal,3
dakshin dinajpur district,389892,6814372,2022,west-bengal,3
jalpaiguri district,358402,14583593,2022,west-bengal,3
purulia district,595970,17748718,2022,west-bengal,3
north twenty four parganas district,3578500,15071624,2022,west-bengal,3
bankura district,876942,19359761,2022,west-bengal,3
jhargram district,169238,6932555,2022,west-bengal,3
howrah district,1354886,3768021,2022,west-bengal,3
hooghly district,1506412,7341952,2022,west-bengal,3
kolkata district,2588380,7233109,2022,west-bengal,3
koch bihar district,513734,15866079,2022,west-bengal,3
alipurduar district,249040,9798727,2022,west-bengal,3
paschim bardhaman district,1062575,7436013,2022,west-bengal,3
nadia district,1296764,8193105,2022,west-bengal,3
birbhum district,817245,10038558,2022,west-bengal,3
purba medinipur district,1286641,8539781,2022,west-bengal,3
maldah district,909646,11766412,2022,west-bengal,3
darjiling district,539475,9024909,2022,west-bengal,3
south twenty four parganas district,1828512,43210119,2022,west-bengal,4
purba bardhaman district,1119310,26694359,2022,west-bengal,4
uttar dinajpur district,575332,20171516,2022,west-bengal,4
kalimpong district,53546,1594156,2022,west-bengal,4
murshidabad district,1778470,38340855,2022,west-bengal,4
paschim medinipur district,1217113,33588774,2022,west-bengal,4
dakshin dinajpur district,408840,7923323,2022,west-bengal,4
jalpaiguri district,374687,13099756,2022,west-bengal,4
purulia district,622616,18471332,2022,west-bengal,4
north twenty four parganas district,3755017,98250506,2022,west-bengal,4
bankura district,915088,20858345,2022,west-bengal,4
jhargram district,176275,4697765,2022,west-bengal,4
howrah district,1422011,38940871,2022,west-bengal,4
hooghly district,1579023,38629651,2022,west-bengal,4
kolkata district,2716412,72501084,2022,west-bengal,4
koch bihar district,537703,18582684,2022,west-bengal,4
alipurduar district,260586,8648443,2022,west-bengal,4
paschim bardhaman district,1114822,35773256,2022,west-bengal,4
nadia district,1359420,33853990,2022,west-bengal,4
birbhum district,855236,20950662,2022,west-bengal,4
purba medinipur district,1346908,38278506,2022,west-bengal,4
maldah district,954892,29023743,2022,west-bengal,4
darjiling district,564562,15982631,2022,west-bengal,4
south twenty four parganas district,2243985,42483611,2024,west-bengal,1
purba bardhaman district,1377496,28024604,2024,west-bengal,1
uttar dinajpur district,716736,31442709,2024,west-bengal,1
kalimpong district,65762,11444998,2024,west-bengal,1
murshidabad district,2188015,28628013,2024,west-bengal,1
paschim medinipur district,1498903,38126856,2024,west-bengal,1
dakshin dinajpur district,511007,21364389,2024,west-bengal,1
jalpaiguri district,462801,43873728,2024,west-bengal,1
purulia district,774183,63254947,2024,west-bengal,1
north twenty four parganas district,4570438,26700160,2024,west-bengal,1
bankura district,1129802,34724845,2024,west-bengal,1
jhargram district,217964,26760062,2024,west-bengal,1
howrah district,1737851,6898283,2024,west-bengal,1
hooghly district,1930844,9174861,2024,west-bengal,1
kolkata district,3279239,11300557,2024,west-bengal,1
koch bihar district,666807,28306320,2024,west-bengal,1
alipurduar district,321436,42854264,2024,west-bengal,1
paschim bardhaman district,1359767,10536398,2024,west-bengal,1
nadia district,1671140,13679202,2024,west-bengal,1
birbhum district,1056537,30502875,2024,west-bengal,1
purba medinipur district,1655920,18688405,2024,west-bengal,1
maldah district,1183956,33270738,2024,west-bengal,1
darjiling district,686254,31485682,2024,west-bengal,1
south twenty four parganas district,2333257,48907886,2024,west-bengal,2
purba bardhaman district,1432719,27344799,2024,west-bengal,2
uttar dinajpur district,745909,30106105,2024,west-bengal,2
kalimpong district,68216,10811201,2024,west-bengal,2
murshidabad district,2271497,39476726,2024,west-bengal,2
paschim medinipur district,1558562,62087954,2024,west-bengal,2
dakshin dinajpur district,532683,16791897,2024,west-bengal,2
jalpaiguri district,480852,55232843,2024,west-bengal,2
purulia district,806146,57228135,2024,west-bengal,2
north twenty four parganas district,4746814,24068556,2024,west-bengal,2
bankura district,1176224,37405005,2024,west-bengal,2
jhargram district,226765,25687134,2024,west-bengal,2
howrah district,1807232,5159394,2024,west-bengal,2
hooghly district,2007748,15379875,2024,west-bengal,2
kolkata district,3404100,13561413,2024,west-bengal,2
koch bihar district,693775,48728961,2024,west-bengal,2
alipurduar district,334161,29638481,2024,west-bengal,2
