district_name,num_registered_users,num_app_opens,year,state_name,quarter
kandhamal district,103926,4452108,2021,odisha,4
deogarh district,47096,1991762,2021,odisha,4
sundargarh district,556973,25758922,2021,odisha,4
jagatsinghapur district,368959,17301864,2021,odisha,4
balangir district,297438,13714912,2021,odisha,4
baleshwar district,685881,28631052,2021,odisha,4
puri district,531127,26165403,2021,odisha,4
sonepur district,117909,4637687,2021,odisha,4
khordha district,1725313,103883281,2021,odisha,4
boudh district,72717,2992225,2021,odisha,4
gajapati district,93201,5454899,2021,odisha,4
nayagarh district,244622,10314176,2021,odisha,4
nabarangpur district,110406,6115274,2021,odisha,4
kendrapara district,361439,17130729,2021,odisha,4
cuttack district,962341,49421617,2021,odisha,4
rayagada district,103064,3025726,2020,odisha,1
koraput district,113919,2622470,2020,odisha,1
malkangiri district,36017,810134,2020,odisha,1
sambalpur district,183534,4724765,2020,odisha,1
kalahandi district,142961,3197740,2020,odisha,1
anugul district,228339,5485228,2020,odisha,1
ganjam district,512643,12390552,2020,odisha,1
jajapur district,359087,9687172,2020,odisha,1
bargarh district,150139,2865892,2020,odisha,1
dhenkanal district,184164,4758117,2020,odisha,1
bhadrak district,265259,6416683,2020,odisha,1
nuapada district,46063,928386,2020,odisha,1
kendujhar district,253988,6031627,2020,odisha,1
mayurbhanj district,223893,4509442,2020,odisha,1
jharsuguda district,127804,3176128,2020,odisha,1
kandhamal district,53868,1143401,2020,odisha,1
deogarh district,25015,588130,2020,odisha,1
sundargarh district,313040,7099354,2020,odisha,1
jagatsinghapur district,216687,5184722,2020,odisha,1
balangir district,164257,3439280,2020,odisha,1
baleshwar district,410789,9737201,2020,odisha,1
puri district,311477,7876252,2020,odisha,1
sonepur district,68480,1509358,2020,odisha,1
khordha district,1083466,40264249,2020,odisha,1
boudh district,41238,931633,2020,odisha,1
gajapati district,49762,1430994,2020,odisha,1
nayagarh district,145821,3586937,2020,odisha,1
nabarangpur district,54715,1277587,2020,odisha,1
kendrapara district,205010,5058749,2020,odisha,1
cuttack district,578471,16160713,2020,odisha,1
rayagada district,114240,2859051,2020,odisha,2
koraput district,126636,2588267,2020,odisha,2
malkangiri district,41696,882743,2020,odisha,2
sambalpur district,201035,3888601,2020,odisha,2
kalahandi district,160811,3389921,2020,odisha,2
anugul district,248700,5337471,2020,odisha,2
ganjam district,560047,11974700,2020,odisha,2
jajapur district,387797,9254465,2020,odisha,2
bargarh district,167531,3024771,2020,odisha,2
dhenkanal district,200973,4661195,2020,odisha,2
bhadrak district,289015,6485760,2020,odisha,2
nuapada district,53151,1077096,2020,odisha,2
kendujhar district,277734,5986548,2020,odisha,2
mayurbhanj district,247446,4440857,2020,odisha,2
jharsuguda district,140220,3167223,2020,odisha,2
kandhamal district,61330,1296520,2020,odisha,2
deogarh district,28252,638794,2020,odisha,2
sundargarh district,346937,6566112,2020,odisha,2
jagatsinghapur district,236758,5379176,2020,odisha,2
balangir district,183430,3519674,2020,odisha,2
baleshwar district,445299,8652777,2020,odisha,2
puri district,338770,7420337,2020,odisha,2
sonepur district,75331,1530473,2020,odisha,2
khordha district,1152010,23751632,2020,odisha,2
boudh district,45662,940501,2020,odisha,2
gajapati district,55642,1371800,2020,odisha,2
nayagarh district,157747,3696555,2020,odisha,2
nabarangpur district,62742,1303051,2020,odisha,2
kendrapara district,226451,5599454,2020,odisha,2
cuttack district,624922,13997247,2020,odisha,2
rayagada district,126410,3762788,2020,odisha,3
koraput district,141282,3437166,2020,odisha,3
malkangiri district,47520,1095975,2020,odisha,3
sambalpur district,219120,5114268,2020,odisha,3
kalahandi district,178315,4193630,2020,odisha,3
anugul district,270460,6884775,2020,odisha,3
ganjam district,611699,16162114,2020,odisha,3
jajapur district,417525,11824235,2020,odisha,3
bargarh district,184711,3628788,2020,odisha,3
dhenkanal district,218003,5681950,2020,odisha,3
bhadrak district,314312,8166867,2020,odisha,3
nuapada district,59403,1258669,2020,odisha,3
kendujhar district,302384,7716764,2020,odisha,3
mayurbhanj district,270844,5578497,2020,odisha,3
jharsuguda district,152813,4003243,2020,odisha,3
kandhamal district,69124,1578514,2020,odisha,3
deogarh district,31745,770291,2020,odisha,3
sundargarh district,381666,8667464,2020,odisha,3
jagatsinghapur district,257975,6866006,2020,odisha,3
balangir district,201628,4376520,2020,odisha,3
baleshwar district,481741,11256058,2020,odisha,3
puri district,369877,9556331,2020,odisha,3
sonepur district,81435,1721885,2020,odisha,3
khordha district,1232760,37649694,2020,odisha,3
boudh district,49769,1111802,2020,odisha,3
gajapati district,62087,1854939,2020,odisha,3
nayagarh district,170588,4500388,2020,odisha,3
nabarangpur district,70877,1618683,2020,odisha,3
kendrapara district,249580,7165704,2020,odisha,3
cuttack district,676102,18393658,2020,odisha,3
rayagada district,139714,5150470,2020,odisha,4
koraput district,157029,4690755,2020,odisha,4
malkangiri district,54166,1432194,2020,odisha,4
sambalpur district,238826,6917790,2020,odisha,4
kalahandi district,196340,5296877,2020,odisha,4
anugul district,293242,8883260,2020,odisha,4
ganjam district,669973,21285202,2020,odisha,4
jajapur district,451339,15145332,2020,odisha,4
bargarh district,202272,4624350,2020,odisha,4
dhenkanal district,236599,7290490,2020,odisha,4
bhadrak district,342034,10037935,2020,odisha,4
nuapada district,66020,1553389,2020,odisha,4
kendujhar district,328498,10002591,2020,odisha,4
mayurbhanj district,295929,7049868,2020,odisha,4
jharsuguda district,166109,5191792,2020,odisha,4
kandhamal district,77202,2083608,2020,odisha,4
deogarh district,34813,953637,2020,odisha,4
sundargarh district,418311,11577951,2020,odisha,4
jagatsinghapur district,280051,8638789,2020,odisha,4
balangir district,221229,5584366,2020,odisha,4
baleshwar district,520429,13732431,2020,odisha,4
puri district,402457,12511428,2020,odisha,4
sonepur district,88176,2109317,2020,odisha,4
khordha district,1323794,53302329,2020,odisha,4
boudh district,54203,1368082,2020,odisha,4
gajapati district,69150,2495923,2020,odisha,4
nayagarh district,184916,5735089,2020,odisha,4
nabarangpur district,79855,2148731,2020,odisha,4
kendrapara district,273289,8654637,2020,odisha,4
cuttack district,732786,24636680,2020,odisha,4
rayagada district,21756,0,2018,odisha,1
koraput district,25395,0,2018,odisha,1
malkangiri district,5396,0,2018,odisha,1
sambalpur district,47017,0,2018,odisha,1
kalahandi district,30605,0,2018,odisha,1
anugul district,56617,0,2018,odisha,1
ganjam district,126158,0,2018,odisha,1
jajapur district,81133,0,2018,odisha,1
bargarh district,32489,0,2018,odisha,1
dhenkanal district,46024,0,2018,odisha,1
bhadrak district,58050,0,2018,odisha,1
nuapada district,8252,0,2018,odisha,1
kendujhar district,58968,0,2018,odisha,1
mayurbhanj district,50472,0,2018,odisha,1
jharsuguda district,32514,0,2018,odisha,1
kandhamal district,10809,0,2018,odisha,1
deogarh district,5322,0,2018,odisha,1
sundargarh district,75201,0,2018,odisha,1
jagatsinghapur district,49264,0,2018,odisha,1
balangir district,35271,0,2018,odisha,1
baleshwar district,100919,0,2018,odisha,1
puri district,69923,0,2018,odisha,1
sonepur district,15900,0,2018,odisha,1
khordha district,308390,0,2018,odisha,1
boudh district,9077,0,2018,odisha,1
gajapati district,9743,0,2018,odisha,1
nayagarh district,33533,0,2018,odisha,1
nabarangpur district,9466,0,2018,odisha,1
kendrapara district,44379,0,2018,odisha,1
cuttack district,135972,0,2018,odisha,1
rayagada district,29995,0,2018,odisha,2
koraput district,34769,0,2018,odisha,2
malkangiri district,7742,0,2018,odisha,2
sambalpur district,63200,0,2018,odisha,2
kalahandi district,42458,0,2018,odisha,2
anugul district,76885,0,2018,odisha,2
ganjam district,169386,0,2018,odisha,2
jajapur district,114580,0,2018,odisha,2
bargarh district,45700,0,2018,odisha,2
dhenkanal district,64424,0,2018,odisha,2
bhadrak district,81249,0,2018,odisha,2
nuapada district,11826,0,2018,odisha,2
kendujhar district,83050,0,2018,odisha,2
mayurbhanj district,71366,0,2018,odisha,2
jharsuguda district,43568,0,2018,odisha,2
kandhamal district,15002,0,2018,odisha,2
deogarh district,7264,0,2018,odisha,2
sundargarh district,102838,0,2018,odisha,2
jagatsinghapur district,69081,0,2018,odisha,2
balangir district,49147,0,2018,odisha,2
baleshwar district,139968,0,2018,odisha,2
puri district,97920,0,2018,odisha,2
sonepur district,22064,0,2018,odisha,2
khordha district,406689,0,2018,odisha,2
boudh district,12134,0,2018,odisha,2
gajapati district,13397,0,2018,odisha,2
nayagarh district,46904,0,2018,odisha,2
nabarangpur district,13372,0,2018,odisha,2
kendrapara district,62080,0,2018,odisha,2
cuttack district,187723,0,2018,odisha,2
rayagada district,38980,0,2018,odisha,3
koraput district,45191,0,2018,odisha,3
malkangiri district,10882,0,2018,odisha,3
sambalpur district,79932,0,2018,odisha,3
kalahandi district,55262,0,2018,odisha,3
anugul district,97856,0,2018,odisha,3
ganjam district,217114,0,2018,odisha,3
jajapur district,149049,0,2018,odisha,3
bargarh district,60736,0,2018,odisha,3
dhenkanal district,81576,0,2018,odisha,3
bhadrak district,105030,0,2018,odisha,3
nuapada district,15932,0,2018,odisha,3
kendujhar district,108387,0,2018,odisha,3
mayurbhanj district,92892,0,2018,odisha,3
jharsuguda district,57490,0,2018,odisha,3
kandhamal district,20022,0,2018,odisha,3
deogarh district,9725,0,2018,odisha,3
sundargarh district,130288,0,2018,odisha,3
jagatsinghapur district,87768,0,2018,odisha,3
balangir district,64699,0,2018,odisha,3
baleshwar district,180370,0,2018,odisha,3
puri district,124859,0,2018,odisha,3
sonepur district,29402,0,2018,odisha,3
khordha district,499472,0,2018,odisha,3
boudh district,16146,0,2018,odisha,3
gajapati district,17730,0,2018,odisha,3
nayagarh district,61134,0,2018,odisha,3
nabarangpur district,18387,0,2018,odisha,3
kendrapara district,80340,0,2018,odisha,3
cuttack district,239067,0,2018,odisha,3
rayagada district,51281,0,2018,odisha,4
koraput district,58321,0,2018,odisha,4
malkangiri district,15080,0,2018,odisha,4
sambalpur district,101471,0,2018,odisha,4
kalahandi district,73404,0,2018,odisha,4
anugul district,124644,0,2018,odisha,4
ganjam district,279943,0,2018,odisha,4
jajapur district,201210,0,2018,odisha,4
bargarh district,79840,0,2018,odisha,4
dhenkanal district,104500,0,2018,odisha,4
bhadrak district,141565,0,2018,odisha,4
nuapada district,21322,0,2018,odisha,4
kendujhar district,142222,0,2018,odisha,4
mayurbhanj district,119705,0,2018,odisha,4
jharsuguda district,73264,0,2018,odisha,4
kandhamal district,26556,0,2018,odisha,4
deogarh district,12875,0,2018,odisha,4
sundargarh district,166328,0,2018,odisha,4
jagatsinghapur district,114945,0,2018,odisha,4
balangir district,85126,0,2018,odisha,4
baleshwar district,231913,0,2018,odisha,4
puri district,163528,0,2018,odisha,4
sonepur district,39160,0,2018,odisha,4
khordha district,626645,0,2018,odisha,4
boudh district,22366,0,2018,odisha,4
gajapati district,23328,0,2018,odisha,4
nayagarh district,81395,0,2018,odisha,4
nabarangpur district,24855,0,2018,odisha,4
kendrapara district,106782,0,2018,odisha,4
cuttack district,310337,0,2018,odisha,4
morena district,388876,21768637,2022,madhya-pradesh,1
alirajpur district,61920,11727737,2022,madhya-pradesh,1
sehore district,430004,49205647,2022,madhya-pradesh,1
rajgarh district,367926,62421064,2022,madhya-pradesh,1
khargone district,376319,48347724,2022,madhya-pradesh,1
satna district,488378,33592833,2022,madhya-pradesh,1
narsinghpur district,282944,25561900,2022,madhya-pradesh,1
jabalpur district,844191,24394123,2022,madhya-pradesh,1
hoshangabad district,366938,29354309,2022,madhya-pradesh,1
vidisha district,367348,46490241,2022,madhya-pradesh,1
balaghat district,370280,39414533,2022,madhya-pradesh,1
singrauli district,295276,40994249,2022,madhya-pradesh,1
betul district,377802,49890477,2022,madhya-pradesh,1
sidhi district,185333,24215691,2022,madhya-pradesh,1
datia district,142528,13244758,2022,madhya-pradesh,1
dewas district,474588,48508371,2022,madhya-pradesh,1
sheopur district,100534,15536400,2022,madhya-pradesh,1
neemuch district,239780,21877459,2022,madhya-pradesh,1
raisen district,362669,49467462,2022,madhya-pradesh,1
mandsaur district,377419,36819711,2022,madhya-pradesh,1
barwani district,183591,32086865,2022,madhya-pradesh,1
katni district,260231,20065734,2022,madhya-pradesh,1
dindori district,89318,22224905,2022,madhya-pradesh,1
shivpuri district,299591,47644691,2022,madhya-pradesh,1
gwalior district,919789,21816530,2022,madhya-pradesh,1
anuppur district,150308,19714961,2022,madhya-pradesh,1
agar malwa district,125155,22711095,2022,madhya-pradesh,1
ashoknagar district,148280,26154858,2022,madhya-pradesh,1
sagar district,573791,48260052,2022,madhya-pradesh,1
niwari district,64887,6027694,2022,madhya-pradesh,1
rewa district,533627,33192405,2022,madhya-pradesh,1
shajapur district,253170,28919127,2022,madhya-pradesh,1
ujjain district,680599,45055866,2022,madhya-pradesh,1
bhind district,325633,20919839,2022,madhya-pradesh,1
tikamgarh district,164789,19731880,2022,madhya-pradesh,1
seoni district,271212,49526971,2022,madhya-pradesh,1
harda district,132707,15830168,2022,madhya-pradesh,1
burhanpur district,152924,15045980,2022,madhya-pradesh,1
damoh district,201320,24840452,2022,madhya-pradesh,1
bhopal district,1729248,31263898,2022,madhya-pradesh,1
jhabua district,132178,21880765,2022,madhya-pradesh,1
dhar district,554545,57969630,2022,madhya-pradesh,1
guna district,343862,38333265,2022,madhya-pradesh,1
east nimar district,264991,37995487,2022,madhya-pradesh,1
chhindwara district,528140,65934049,2022,madhya-pradesh,1
umaria district,103376,18472993,2022,madhya-pradesh,1
mandla district,166586,27363618,2022,madhya-pradesh,1
indore district,2291709,46090777,2022,madhya-pradesh,1
shahdol district,220235,28376385,2022,madhya-pradesh,1
ratlam district,413474,36019214,2022,madhya-pradesh,1
panna district,134571,23797099,2022,madhya-pradesh,1
chhatarpur district,341257,32165896,2022,madhya-pradesh,1
morena district,412027,25371349,2022,madhya-pradesh,2
alirajpur district,65571,15300969,2022,madhya-pradesh,2
sehore district,454731,54822706,2022,madhya-pradesh,2
rajgarh district,390496,68113161,2022,madhya-pradesh,2
khargone district,397821,59733754,2022,madhya-pradesh,2
satna district,516107,37628973,2022,madhya-pradesh,2
narsinghpur district,298700,26169243,2022,madhya-pradesh,2
jabalpur district,889518,27216327,2022,madhya-pradesh,2
hoshangabad district,387536,37197974,2022,madhya-pradesh,2
vidisha district,388442,53026458,2022,madhya-pradesh,2
balaghat district,391383,45171692,2022,madhya-pradesh,2
singrauli district,312534,45373259,2022,madhya-pradesh,2
betul district,399176,58096392,2022,madhya-pradesh,2
sidhi district,196329,28025577,2022,madhya-pradesh,2
datia district,150774,15523129,2022,madhya-pradesh,2
dewas district,501534,54677620,2022,madhya-pradesh,2
sheopur district,106402,16991479,2022,madhya-pradesh,2
neemuch district,253877,24434188,2022,madhya-pradesh,2
raisen district,383364,57331676,2022,madhya-pradesh,2
mandsaur district,400096,40440643,2022,madhya-pradesh,2
barwani district,194224,39803106,2022,madhya-pradesh,2
katni district,274971,22526876,2022,madhya-pradesh,2
dindori district,94425,25676977,2022,madhya-pradesh,2
shivpuri district,317649,53953678,2022,madhya-pradesh,2
gwalior district,970340,24362874,2022,madhya-pradesh,2
anuppur district,159037,21223816,2022,madhya-pradesh,2
agar malwa district,132817,24914518,2022,madhya-pradesh,2
ashoknagar district,156794,26980521,2022,madhya-pradesh,2
sagar district,605733,54155963,2022,madhya-pradesh,2
niwari district,68906,6303748,2022,madhya-pradesh,2
